grapherId,slug,chartType,md5,svgFilename
2110,net-oda-to-ldcs-from-oecd-countries,undefined,f698337d201264e7347cdca7301d597d,net-oda-to-ldcs-from-oecd-countries_v10_850x600.svg
857,incidence-of-child-labour-in-the-united-states-1890-1930,undefined,6874ce4f1e0eb36a82af1d6a0a816bca,incidence-of-child-labour-in-the-united-states-1890-1930_v9_850x600.svg
1795,average-hourly-earnings,undefined,f3badddf5134003d72abbafb12dce506,average-hourly-earnings_v5_850x600.svg
5769,number-long-standing-electoral-democracies-lied,StackedArea,b05ecf748a96a54359fc6b74af3e8185,number-long-standing-electoral-democracies-lied_v33_850x600.svg
437,comparison-extreme-poverty-rich-countries,ScatterPlot,8e4bf05f43555b26687261dfae807409,comparison-extreme-poverty-rich-countries_v26_850x600.svg
2128,prevalence-of-depression-by-age,LineChart,0e2326b20406e54f9201724bffa2cd91,prevalence-of-depression-by-age_v13_850x600.svg
295,self-reported-trust-attitudes,undefined,a345448dece920f436638f4c291a40c4,self-reported-trust-attitudes_v5_850x600.svg
4825,share-species-traded-pets,undefined,952f7a91d4b883074ef839376d7d1c6f,share-species-traded-pets_v2_850x600.svg
3832,income-small-scale-food-producers,undefined,cefa149a5588fb1bd94aeac7753dbdc8,income-small-scale-food-producers_v16_850x600.svg
6118,death-rate-from-obesity-gbd,undefined,19b4678967955e0f6fe32bdefe49c4bc,death-rate-from-obesity-gbd_v7_850x600.svg
1933,anxiety-disorders-vs-income-inequality,ScatterPlot,01b21f25bde478be82e7659e9c4f51aa,anxiety-disorders-vs-income-inequality_v29_850x600.svg
2117,share-of-deaths-by-cause,undefined,5bd6fd28713d07e6809702eba98c6c2c,share-of-deaths-by-cause_v31_850x600.svg
1792,youth-not-in-education-employment-training,undefined,07da5179c22adb05fedf80f1181972d2,youth-not-in-education-employment-training_v11_850x600.svg
5100,annual-per-capita-consumption-books,undefined,ddf0d06a66608daf7fda794a534c7747,annual-per-capita-consumption-books_v8_850x600.svg
2325,global-wild-fishery-catch-by-sector,LineChart,e61afcf1d82b2c22ce75b13258280b45,global-wild-fishery-catch-by-sector_v4_850x600.svg
5564,age-of-democracy-bmr,undefined,36ad4ff63def5178e00c1bac143000dc,age-of-democracy-bmr_v41_850x600.svg
2741,death-rate-from-venomous-animal,undefined,61800b5217f4f22998863777eeb3ff69,death-rate-from-venomous-animal_v14_850x600.svg
408,continents-according-to-our-world-in-data,undefined,afda91e780bf9149ed609df2276983ae,continents-according-to-our-world-in-data_v8_850x600.svg
4684,average-effective-retirement-women,undefined,4bd38568e9c219c689f71d1048c1a9c2,average-effective-retirement-women_v10_850x600.svg
5756,equal-access-to-power,undefined,8554dd367e68093213cb10cd1eb0dc39,equal-access-to-power_v45_850x600.svg
4442,percentage-change-energy-by-source,LineChart,56ba4b6e337c49d21ddb194a605becbf,percentage-change-energy-by-source_v11_850x600.svg
3667,congenital-birth-defect-mortality-rates-in-children-under-5,undefined,68b6de3d2a1be463cd20941676513bac,congenital-birth-defect-mortality-rates-in-children-under-5_v14_850x600.svg
2587,non-state-and-state-based-violent-conflicts-since-1989,StackedArea,a54556e405c99f75f7f7c53f6181b0c1,non-state-and-state-based-violent-conflicts-since-1989_v14_850x600.svg
6127,death-rates-due-to-low-physical-activity-gbd,undefined,448103129319e10c08c0e824bb30f624,death-rates-due-to-low-physical-activity-gbd_v5_850x600.svg
4670,change-forest-vs-gdp,ScatterPlot,89e963ce94159dc13a2f5ede8876e184,change-forest-vs-gdp_v7_850x600.svg
1302,average-score-for-8th-graders-on-the-timss-mathematics-assessment-of-boys-vs-girls,ScatterPlot,94199e74895370f9e9d09e9079cadab9,average-score-for-8th-graders-on-the-timss-mathematics-assessment-of-boys-vs-girls_v12_850x600.svg
3031,world-conflict-deaths-various-sources,undefined,acb78a6c72dc014375997a91c087b794,world-conflict-deaths-various-sources_v11_850x600.svg
4214,biweekly-covid-deaths,undefined,c6b65eeadb8b8a6aeb7c50fe53ba3da4,biweekly-covid-deaths_v2862_850x600.svg
3203,global-primary-energy-share-inc-biomass,undefined,4a8f537941b6e7c4288b13ad5ebcbbe0,global-primary-energy-share-inc-biomass_v8_850x600.svg
2371,drinking-water-services-coverage-rural,StackedArea,403bb268ba2cff1ade2711ee0f8718b5,drinking-water-services-coverage-rural_v2_850x600.svg
4086,intensive-care-beds-per-100000,DiscreteBar,f067e2685b47e89f2153ef4bd1adb740,intensive-care-beds-per-100000_v3_850x600.svg
5366,elec-mix-bar,StackedDiscreteBar,041fc732d834690705bc291deca8ab57,elec-mix-bar_v18_850x600.svg
2143,share-with-drug-use-disorders,undefined,1b03d1b7e9dd07433ef7dc0053dcea38,share-with-drug-use-disorders_v16_850x600.svg
5702,number-long-standing-democracies-womsuffr-bmr,StackedArea,058a6dc887c44bdc5f5b286299f941d1,number-long-standing-democracies-womsuffr-bmr_v42_850x600.svg
6187,deaths-from-poisonings-ghe,undefined,e8a66f661e9f683f64da9f1598749846,deaths-from-poisonings-ghe_v5_850x600.svg
2527,labor-productivity-vs-capital-intensity,LineChart,b34f28052ba657aa473be4238b6951a7,labor-productivity-vs-capital-intensity_v3_850x600.svg
1190,are-non-pregnant-and-non-nursing-women-allowed-to-do-the-same-jobs-as-men,undefined,d04c45e423cc57aabfe9832750ff38be,are-non-pregnant-and-non-nursing-women-allowed-to-do-the-same-jobs-as-men_v12_850x600.svg
1356,coal-consumption-by-region,StackedArea,5d7e8f37fb49cb95e7a1d9bc2539d960,coal-consumption-by-region_v17_850x600.svg
4624,weekly-icu-admissions-covid-per-million,undefined,9e3c9887de16fedcf7d6793f5cfeafd5,weekly-icu-admissions-covid-per-million_v1205_850x600.svg
6173,death-rate-from-alzheimers-other-dementias-ghe,undefined,1c4dc657cdd1234b87e9a6bd75141c8e,death-rate-from-alzheimers-other-dementias-ghe_v5_850x600.svg
3401,number-of-infant-deaths,undefined,f6afa896aaf52d4260afabe3af18664e,number-of-infant-deaths_v13_850x600.svg
4416,declining-share-of-the-top-1-in-some-european-economies-and-japan,undefined,09d6b007eea1b0c1eedb7cdf1c58b3ea,declining-share-of-the-top-1-in-some-european-economies-and-japan_v11_850x600.svg
3257,fertility-vs-contraception,ScatterPlot,7d04806731bea28a32f1695db76dee04,fertility-vs-contraception_v13_850x600.svg
2385,share-of-the-population-with-autism,undefined,a375ae25cd875757b7526305f7974459,share-of-the-population-with-autism_v9_850x600.svg
1500,rural-population-with-improved-water,undefined,d2338c8ce7e605e7793bd4bc68b9e1fd,rural-population-with-improved-water_v6_850x600.svg
4072,school-closures-covid,undefined,09dedfb006fd61a883568a49331a5c17,school-closures-covid_v2752_850x600.svg
1732,fire-death-rates,undefined,995113f1429d76aa1ef45aae98e4e677,fire-death-rates_v22_850x600.svg
4240,per-capita-ghg-sector,undefined,1d3d87dc56369ef556ccf08462e88285,per-capita-ghg-sector_v15_850x600.svg
3859,share-degraded-land,DiscreteBar,ec21cb8ac4c61d16ae2985c9f8bf342c,share-degraded-land_v12_850x600.svg
3065,wildfire-numbers-usa,StackedBar,3488c3019e959201b1131c4ce7fd376f,wildfire-numbers-usa_v5_850x600.svg
1993,gdp-per-capita-inflation--and-ppp-adjusted-world-bank-data-vs-penn-world-table-data,ScatterPlot,4ed27efdb01b1191833f830b622b4fe3,gdp-per-capita-inflation--and-ppp-adjusted-world-bank-data-vs-penn-world-table-data_v24_850x600.svg
463,tax-revenue-per-capita-and-public-health-spending-per-capita-in-developing-countries-in,ScatterPlot,28553115434849438b90357528a102ae,tax-revenue-per-capita-and-public-health-spending-per-capita-in-developing-countries-in_v12_850x600.svg
3892,ghg-capita-per-day,undefined,8ced9af9b76a2b06c7055278eb1f0e8c,ghg-capita-per-day_v10_850x600.svg
2940,projected-population-under-age-5,StackedArea,292281cca6b486aead01e525d269b662,projected-population-under-age-5_v9_850x600.svg
5359,official-development-assistance-gni-share,undefined,718f0e29a844640b9a93dfee30981f73,official-development-assistance-gni-share_v4_850x600.svg
5957,ocean-waste-by-item,undefined,5ac85cb1fe1df388ed9ae297f9f6985c,ocean-waste-by-item_v4_850x600.svg
4885,extent-of-urbanization,undefined,a66a2668f69b636ff36bce863eba908f,extent-of-urbanization_v2_850x600.svg
235,children-died-before-five-per-woman,undefined,296686882101088ecb3561e54d1a0f43,children-died-before-five-per-woman_v12_850x600.svg
3866,global-vaccination-coverage,undefined,144e9e65295d5150ac9f26fe7e62d830,global-vaccination-coverage_v13_850x600.svg
2188,daly-rates-from-bipolar-disorder-by-age,LineChart,c4bcef5666d175c6f738ab0141f63ef4,daly-rates-from-bipolar-disorder-by-age_v13_850x600.svg
4871,plastic-waste-emitted-to-the-ocean,DiscreteBar,0e4e988c237a57afa9f873b5b1e0273c,plastic-waste-emitted-to-the-ocean_v4_850x600.svg
4429,share-elec-by-source,undefined,f83408fa0a3b23ff8f786d96235a8aff,share-elec-by-source_v20_850x600.svg
1369,coal-prices,undefined,2abd59af0c83aea5f8e52ade10bdc659,coal-prices_v10_850x600.svg
1735,road-deaths-by-type,StackedArea,0421c9a0c7840b7585da6de6f64a6846,road-deaths-by-type_v13_850x600.svg
5395,annual-gdp-growth,undefined,eea8f1c19989da381fb340ff9e6ec3f7,annual-gdp-growth_v10_850x600.svg
4247,per-capita-methane-sector,LineChart,9e8fec1e1adc2ea6cd66523a1d28a2e3,per-capita-methane-sector_v7_850x600.svg
3062,significant-volcanic-eruptions,StackedBar,0fd6581ad6b48738baa25a4f1bfd2764,significant-volcanic-eruptions_v6_850x600.svg
2382,number-with-autistic-spectrum-disorder,StackedArea,c8fefc75e3bd2995b8b78c8b40b80e00,number-with-autistic-spectrum-disorder_v5_850x600.svg
1507,agricultural-water-withdrawals,undefined,b968ce548a1de248f0f25eb4ab3314ba,agricultural-water-withdrawals_v5_850x600.svg
4849,endemic-shark-and-ray-species,DiscreteBar,002c786bc7d0d6c55331cb157e3be9af,endemic-shark-and-ray-species_v6_850x600.svg
6346,gini-coefficient-wid-posttax-nat,undefined,c8c37817c29a1aa5c189f458996f6a69,gini-coefficient-wid-posttax-nat_v18_850x600.svg
4411,the-growth-of-government-in-the-uk,undefined,ebb4dc39e885dac9aa9994bac2b3f817,the-growth-of-government-in-the-uk_v8_850x600.svg
4623,weekly-hospital-admissions-covid-per-million,undefined,a1db8ea5edca6b8245621c1007477d7a,weekly-hospital-admissions-covid-per-million_v1208_850x600.svg
6174,deaths-from-parkinsons-disease-ghe,undefined,08ba18f2024dff934cf2b84654536eb5,deaths-from-parkinsons-disease-ghe_v4_850x600.svg
2712,global-primary-energy,StackedArea,4b2ee92521d30ae6e48fb52a73e5869e,global-primary-energy_v17_850x600.svg
1197,total-alcohol-consumption-per-capita-litres-of-pure-alcohol,DiscreteBar,bbe38066d6c799d0d7458e398fa9af77,total-alcohol-consumption-per-capita-litres-of-pure-alcohol_v14_850x600.svg
5537,electoral-democracy,undefined,b7d655dc3b098eb156a28a0c5a70258a,electoral-democracy_v30_850x600.svg
5705,people-living-in-democracies-nondemocracies-womsuffr-bmr,StackedArea,d0679f13f360339801ec6ebad6ca9dc7,people-living-in-democracies-nondemocracies-womsuffr-bmr_v47_850x600.svg
6180,number-of-homicide-deaths-ghe,undefined,a5d531b849831a5815c226891a00709a,number-of-homicide-deaths-ghe_v5_850x600.svg
5361,gini-vs-gdp-per-capita,ScatterPlot,697a1eaa0b3442ac5933d734c3378060,gini-vs-gdp-per-capita_v45_850x600.svg
803,global-hunger-index,undefined,f4cd629c752a43e38e2d1edda0b688e7,global-hunger-index_v14_850x600.svg
2978,time-spent-on-leisure-social-and-associative-life-per-day,SlopeChart,f7ab58b062f7fb606a9e13a8803d7427,time-spent-on-leisure-social-and-associative-life-per-day_v8_850x600.svg
2144,projected-female-population-without-education,undefined,99448e958953d8196d1641b4ac3252a0,projected-female-population-without-education_v5_850x600.svg
2376,urban-vs-rural-population-using-at-least-basic-sanitation,ScatterPlot,0dd921b85a399d5651c01712dbbb8da9,urban-vs-rural-population-using-at-least-basic-sanitation_v8_850x600.svg
4081,number-of-hospital-beds,undefined,71d8daa2e90cc8c8eb70ddecfbb1a824,number-of-hospital-beds_v5_850x600.svg
1960,death-rate-from-poisonings,undefined,d64525e9cc77217fcc1fa7f1bdd51d70,death-rate-from-poisonings_v13_850x600.svg
6379,women-political-participation,undefined,da58003e18a9beec01c9beec91e963d5,women-political-participation_v23_850x600.svg
1538,global-change-over-the-last-50-years,undefined,7c9f69710adbbd386bb6711c5069fe4f,global-change-over-the-last-50-years_v43_850x600.svg
4876,distribution-of-population-between-different-poverty-thresholds-up-to-30-dollars,StackedArea,6ea7845fc78835217c5b69fefefc03b0,distribution-of-population-between-different-poverty-thresholds-up-to-30-dollars_v24_850x600.svg
5198,mainstreaming-sustainable-development-into-teacher-education,undefined,145627995deedc1faffde9af0d40d6b3,mainstreaming-sustainable-development-into-teacher-education_v7_850x600.svg
3861,reported-crime-to-the-police,LineChart,d8eee73b25c889720cf9a399e134d9a3,reported-crime-to-the-police_v8_850x600.svg
4278,biweekly-covid-deaths-per-million-people,undefined,e1786eab9230fd645de66a1dc393ccf3,biweekly-covid-deaths-per-million-people_v2817_850x600.svg
5950,share-of-population-multidimensionally-poor-hot,undefined,c9f5ddfcd79c5deca2675ece010a70bf,share-of-population-multidimensionally-poor-hot_v14_850x600.svg
2349,share-of-top-1-in-net-personal-wealth,LineChart,4315cd8e8064467a5fb3717cfd0f6707,share-of-top-1-in-net-personal-wealth_v2_850x600.svg
232,projection-of-world-population-SSP2-IIASA,StackedArea,6d4b455723cc5355cbdd5929ef364c14,projection-of-world-population-SSP2-IIASA_v9_850x600.svg
3895,death-rates-unsafe-water,undefined,87d00370e85b45bed751eb8467c11dd7,death-rates-unsafe-water_v17_850x600.svg
2947,infectious-disease-death-rates,undefined,75783ff9181822fdd581bbba32e92e32,infectious-disease-death-rates_v19_850x600.svg
5508,global-cropland,undefined,8fa99f15ac366539e8809c9b1551784c,global-cropland_v6_850x600.svg
1994,proportion-of-women-subjected-to-physical-or-sexual-violence,undefined,65c27b910e3f496bc5dbf67b2a63ead1,proportion-of-women-subjected-to-physical-or-sexual-violence_v10_850x600.svg
6370,share-of-electricity-production-from-solar-and-wind,undefined,b813e9feeec9c92faa05df9e308d270e,share-of-electricity-production-from-solar-and-wind_v4_850x600.svg
6142,people-living-countries-legalized-sex-marriage,StackedArea,27a9750c7d67158c399f2834ba8edd55,people-living-countries-legalized-sex-marriage_v14_850x600.svg
3430,child-mortality-vs-share-who-are-anemic,ScatterPlot,84694be39fb10ca88a26d4c068922432,child-mortality-vs-share-who-are-anemic_v9_850x600.svg
1367,diabetes-prevalence-vs-gdp-per-capita,ScatterPlot,89a76d924052fb4b07b18dd0b467975a,diabetes-prevalence-vs-gdp-per-capita_v16_850x600.svg
3868,primary-energy-cons,undefined,7db62fb3c400ab8165b91b63a51f1e55,primary-energy-cons_v17_850x600.svg
2186,number-with-bipolar-disorder-country,undefined,0e2a2dd5e225e0a6f06edcc4fd95a1e7,number-with-bipolar-disorder-country_v14_850x600.svg
3054,drought-severity-index-us,undefined,71f5bc02da3ac07cca56dc0cd5765bf3,drought-severity-index-us_v4_850x600.svg
1703,share-of-children-ages-13-15-who-report-being-bullied,DiscreteBar,dd2df3fde06ad88feef76ce4abd24f2e,share-of-children-ages-13-15-who-report-being-bullied_v4_850x600.svg
4271,the-great-depression-and-the-global-financial-crisis-monetary-policy,undefined,2f889c6276b3a463f3cad25fd8abc710,the-great-depression-and-the-global-financial-crisis-monetary-policy_v8_850x600.svg
1531,global-freshwater-use-over-the-long-run,StackedArea,65b4f80756420ca636f799b149eff503,global-freshwater-use-over-the-long-run_v2_850x600.svg
835,coefficient-of-variation-cv-in-per-capita-caloric-intake,undefined,9cb8d13a949c74b3e401246809a1aad8,coefficient-of-variation-cv-in-per-capita-caloric-intake_v6_850x600.svg
4285,india-government-debt-as-a-percentage-of-gdp-19802019,undefined,3f6da23281cd9b9d76010392f3efaa5f,india-government-debt-as-a-percentage-of-gdp-19802019_v11_850x600.svg
5357,people-without-clean-cooking-fuels-region,StackedArea,ffa2ad36b60983004028a9d4398785c9,people-without-clean-cooking-fuels-region_v3_850x600.svg
5959,most-common-waste-rivers-oceans,undefined,7f262681f862e6d5eab2ae75390e4678,most-common-waste-rivers-oceans_v5_850x600.svg
5165,annual-working-hours-per-worker-vs-gdp-per-capita-long-run,ScatterPlot,9f80f0a25d22bf0db9a6d8daca00129e,annual-working-hours-per-worker-vs-gdp-per-capita-long-run_v14_850x600.svg
3292,people-with-electricity-country,undefined,0e85f858126cb3b4d54061d37ca738ce,people-with-electricity-country_v5_850x600.svg
2724,neonatal-mortality-rate-sdgs,undefined,5881b22853b6691802ac520bd70f8962,neonatal-mortality-rate-sdgs_v9_850x600.svg
5733,access-to-justice-women-row,undefined,dc232d3bac36c8facaa62ea6da85ecdc,access-to-justice-women-row_v50_850x600.svg
3259,oecd-female-labour-force-participation-rate-15-64,undefined,5e1e1560312a293c5fc6c1de8ecf31d2,oecd-female-labour-force-participation-rate-15-64_v5_850x600.svg
4840,number-species-threatened,undefined,b7128db1d737eff8220411656f9e585a,number-species-threatened_v11_850x600.svg
2985,urban-vs-rural-majority,undefined,dcf2b42e00b41b2499f54a101d188faa,urban-vs-rural-majority_v4_850x600.svg
3857,regulation-illegal-fishing,DiscreteBar,6ba11c1685fdc523b8250623e8aa7392,regulation-illegal-fishing_v13_850x600.svg
1358,natural-gas-consumption-by-region,StackedArea,be9c41fb78f21d0da735555fe8e1f320,natural-gas-consumption-by-region_v16_850x600.svg
1956,maddison-data-gdp-per-capita-in-2011us,undefined,8baf9d5505bc5121e62533bd815e1412,maddison-data-gdp-per-capita-in-2011us_v28_850x600.svg
4418,global-commodity-prices-19602019,undefined,dca74310d3b01be44c107ed30ae98f9f,global-commodity-prices-19602019_v5_850x600.svg
6189,deaths-from-alcohol-use-disorders-ghe,undefined,444585cf86e2a5461ef47ce2025da5fc,deaths-from-alcohol-use-disorders-ghe_v6_850x600.svg
2529,new-cases-of-hiv-unaids-vs-ihme,ScatterPlot,a39365e44364c75ef9a1fb2ef2394a94,new-cases-of-hiv-unaids-vs-ihme_v17_850x600.svg
660,maternal-mortality,undefined,b053c3c545e9cfb12887ad63445f8ee7,maternal-mortality_v21_850x600.svg
4088,number-of-medical-ventilators,DiscreteBar,a27da317a697320dede36e62f06af832,number-of-medical-ventilators_v2_850x600.svg
5368,number-of-refugees-per-100000,undefined,9e260f65a72fd2c998a996e482479867,number-of-refugees-per-100000_v11_850x600.svg
2511,tb-related-deaths-hiv,undefined,82c63941a7916dac5c0f4bd1a49be302,tb-related-deaths-hiv_v3_850x600.svg
5734,free-and-fair-elections-row,undefined,56a90de22e89f14a26ab8dff18ee81fa,free-and-fair-elections-row_v54_850x600.svg
5506,share-who-currently-had-depression-by-age-and-gender,undefined,a07165780a4ee50e56db2c6043dcb13e,share-who-currently-had-depression-by-age-and-gender_v4_850x600.svg
6383,share-of-e-coli-bloodstream-infections-due-to-antimicrobial-resistant-bacteria,undefined,74642d7d552838553fa829fa7228e042,share-of-e-coli-bloodstream-infections-due-to-antimicrobial-resistant-bacteria_v7_850x600.svg
2723,child-mortality-rate-sdgs,undefined,21cc0d9aec907577d2e12fe13681ea5e,child-mortality-rate-sdgs_v12_850x600.svg
5162,mean-income-per-person-per-day-marimekko,Marimekko,d2df50507c06ae2dab15ba8cb78d197f,mean-income-per-person-per-day-marimekko_v32_850x600.svg
4282,non-agricultural-share-of-labour-force,undefined,2895d4dd3b6a675e92b1673e98655248,non-agricultural-share-of-labour-force_v15_850x600.svg
4044,tests-of-covid-19-per-thousand-people-vs-gdp-per-capita,ScatterPlot,33ff4b438c4e20b34f7afec843a66082,tests-of-covid-19-per-thousand-people-vs-gdp-per-capita_v444_850x600.svg
5196,mainstreaming-sustainable-development-into-student-assessment,undefined,a0b45cfbda1ba6729592f242b1fc8657,mainstreaming-sustainable-development-into-student-assessment_v8_850x600.svg
3261,aviation-fatalities-by-flight-phase,StackedArea,8169e8c585188564244ed3adbe736828,aviation-fatalities-by-flight-phase_v2_850x600.svg
2181,prevalence-of-bipolar-disorder-by-age,LineChart,da078f3b5ebdfee090dd316d73335fe9,prevalence-of-bipolar-disorder-by-age_v11_850x600.svg
3053,cyclone-power-dissipation-index,undefined,3236f625dc83be73cead1c343037479f,cyclone-power-dissipation-index_v3_850x600.svg
1704,share-of-children-ages-13-15-who-report-being-in-a-school-fight-last-year,DiscreteBar,d8ed11e9735681dce53d0b83e773a085,share-of-children-ages-13-15-who-report-being-in-a-school-fight-last-year_v3_850x600.svg
4276,co2-gdp-pop-growth,undefined,aa16edc3ef1fcb57515661859a6c7336,co2-gdp-pop-growth_v25_850x600.svg
6145,deaths-from-respiratory-infections,undefined,8b37e13963c3eabf5d1c2db8e6e29a38,deaths-from-respiratory-infections_v1_850x600.svg
3437,increase-male-vs-female-height,ScatterPlot,7e59d6cf343135fc8eedd8cf889f0763,increase-male-vs-female-height_v3_850x600.svg
1360,oil-production-by-region,StackedArea,ca4345e27eff4a1e24a46ebf48eceb0b,oil-production-by-region_v14_850x600.svg
4612,days-of-vacation-and-holidays,undefined,12d39f3ffb0350306cf222f5fca0b0e3,days-of-vacation-and-holidays_v42_850x600.svg
1152,fertilizer-application-rates-over-the-long-run,LineChart,cb04eb82a08ed4640ecb8bbb2f31873f,fertilizer-application-rates-over-the-long-run_v2_850x600.svg
6377,women-civil-liberties,undefined,94369005b383bfd85e818278d99f4a0f,women-civil-liberties_v18_850x600.svg
3605,pneumonia-careseeking,undefined,6887a22457ccf7d88ca4caef8533f405,pneumonia-careseeking_v7_850x600.svg
2976,participation-time-in-household-and-family-care-per-day,SlopeChart,d2f00c99fda7ea64c67ef6c8c1d3d055,participation-time-in-household-and-family-care-per-day_v8_850x600.svg
203,expenditure-of-the-national-health-service-nhs-in-the-uk,undefined,09b48db5073127a80f74a7c3b23dad70,expenditure-of-the-national-health-service-nhs-in-the-uk_v2_850x600.svg
2378,sanitation-facilities-coverage,StackedArea,7e9bd6127dfbda25071239637d0c3632,sanitation-facilities-coverage_v2_850x600.svg
5961,number-of-people-living-in-extreme-poverty-by-region-190,StackedArea,696bdaa82372adf316338654e8df72c5,number-of-people-living-in-extreme-poverty-by-region-190_v18_850x600.svg
667,HAQ-by-level-of-healthcare-spending-endpoints,ScatterPlot,d148fda744e6557a6373d107d3dff77e,HAQ-by-level-of-healthcare-spending-endpoints_v20_850x600.svg
5539,freedom-of-association,undefined,44c8a83bebd50e1d789c0cb9ffb7e465,freedom-of-association_v15_850x600.svg
6348,share-energy-source-sub-stacked,StackedArea,8f2646167b53d6ad503e2a2e9305728e,share-energy-source-sub-stacked_v25_850x600.svg
1951,hepatitis-death-rate,undefined,8f30be43ab53c12af0d1bca9d9cafe02,hepatitis-death-rate_v17_850x600.svg
3408,hurricane-track-error,LineChart,a830696b74ed2b5ba2c70cd9d5a9b6a6,hurricane-track-error_v5_850x600.svg
4249,per-capita-co2-coal,undefined,23db0f0c6217be8b316c79518379f66f,per-capita-co2-coal_v19_850x600.svg
3850,smalsmall-scale-industries-loan,undefined,2beb03454624b52cb46e74667faad817,smalsmall-scale-industries-loan_v12_850x600.svg
1509,industrial-water-withdrawal,undefined,d1ed77bb17e3be43d3c3bb696a99eab7,industrial-water-withdrawal_v4_850x600.svg
3833,agricultural-export-subsidies,undefined,c2bfa86500253441dd6708a524ca5bdc,agricultural-export-subsidies_v12_850x600.svg
294,human-rights-vs-gdp-per-capita,ScatterPlot,4d375440954d605d741e87bf7fe314e1,human-rights-vs-gdp-per-capita_v29_850x600.svg
4824,share-species-traded,undefined,c48d8790a957a273b542f5564be2c135,share-species-traded_v1_850x600.svg
6119,death-rates-from-unsafe-water-sources-gbd,undefined,86bfceaba4475e40498c3738bb9a472f,death-rates-from-unsafe-water-sources-gbd_v5_850x600.svg
436,number-of-unsheltered-homeless-people,LineChart,6e3025802e00e49d0dc291e7c2a19767,number-of-unsheltered-homeless-people_v4_850x600.svg
2915,deaths-by-age-group-stacked,StackedBar,2a888627e954f8d2f032d7e42967848c,deaths-by-age-group-stacked_v16_850x600.svg
2129,share-with-alcohol-use-disorders,undefined,9c4c2d8ff25db92c0c91c2aae7c0a7d3,share-with-alcohol-use-disorders_v16_850x600.svg
6126,death-rates-due-to-low-physical-activity,undefined,30442e004d0963081dfae1a523928c3e,death-rates-due-to-low-physical-activity_v4_850x600.svg
2586,armed-forces-personnel-of-total-labor-force,undefined,2a17c87817a31d1d1ecbb3a293dc5a8d,armed-forces-personnel-of-total-labor-force_v17_850x600.svg
3454,un-igme-vs-un-desa,undefined,c8e2ac0b06d53a716ab6004ffb20ed4c,un-igme-vs-un-desa_v11_850x600.svg
1303,llece-mean-performance-on-the-mathematics-scale-for-6th-grade-students,undefined,1a84d416b47fcc5a94d513324a04cf83,llece-mean-performance-on-the-mathematics-scale-for-6th-grade-students_v5_850x600.svg
4671,domestic-forest-change-vs-imported-deforestation,ScatterPlot,70606cf216ed8df68eef82e887b6f592,domestic-forest-change-vs-imported-deforestation_v6_850x600.svg
1131,cereal-yield-vs-gdp-per-capita,ScatterPlot,5ef2dcbe991137c9c089bc325504512a,cereal-yield-vs-gdp-per-capita_v15_850x600.svg
4443,electricity-fossil-fuels,undefined,f6f2d8cf5234bafc90e43101ac0d7df0,electricity-fossil-fuels_v19_850x600.svg
3030,gdp-per-capita-in-us-dollar-world-bank,undefined,ea99dd4859066ca7d959abedba8ce6c7,gdp-per-capita-in-us-dollar-world-bank_v15_850x600.svg
1767,existence-of-nationally-representative-learning-assessment-at-the-end-of-primary-education,undefined,4ffd20a2fa2ee90a3ec630057c34b586,existence-of-nationally-representative-learning-assessment-at-the-end-of-primary-education_v3_850x600.svg
4215,biweekly-change-covid-deaths,undefined,6135b441b9da915fef0a57b96105c9d7,biweekly-change-covid-deaths_v2862_850x600.svg
2324,global-fishery-catch-by-sector,StackedArea,333fd39bfbcbbe488af48c5d6e7d497d,global-fishery-catch-by-sector_v4_850x600.svg
851,world-crude-oil-price-vs-oil-consumption,ScatterPlot,bb86a6bf0d80f5a1ecaad62fd70c4d56,world-crude-oil-price-vs-oil-consumption_v18_850x600.svg
2116,proportion-tariff-lines-applied-to-imports-from-ldcs,undefined,381e4890aabc3101cf73e676551cb41a,proportion-tariff-lines-applied-to-imports-from-ldcs_v13_850x600.svg
1793,unemployment-rate,undefined,bd9d4a7e739f1ef34543368cc855ba75,unemployment-rate_v10_850x600.svg
5333,battery-plugin-hybrid-vehicles,StackedDiscreteBar,f01a0fd96efca4e66df9e5d64097be05,battery-plugin-hybrid-vehicles_v4_850x600.svg
409,birth-death-china-great-leap-forward-famine,LineChart,afa6fc566a4af6a058cbaed2f6364b4e,birth-death-china-great-leap-forward-famine_v5_850x600.svg
4685,global-land-use-since-10000bc,StackedArea,872937085edabe18b2e12c1e5ddd4efa,global-land-use-since-10000bc_v7_850x600.svg
5757,equal-resource-distribution,undefined,f105004dba8562c1b1089837d745b4ac,equal-resource-distribution_v52_850x600.svg
5565,number-democracies-age-bmr,undefined,c56005097ad9471dafdfd0df29a92ed0,number-democracies-age-bmr_v49_850x600.svg
2740,women-violence-by-an-intimate-partner,undefined,a39bb4edf0bd8965e0d72e48c16c56b3,women-violence-by-an-intimate-partner_v8_850x600.svg
267,government-expenditure-on-education-for-selected-countries,undefined,127fec9a476cf7884c41b60403f1b817,government-expenditure-on-education-for-selected-countries_v3_850x600.svg
5905,share-democratizing-autocratizing-countries-ert,StackedArea,e0f8b29bbbee99837e22f7eeecf5220c,share-democratizing-autocratizing-countries-ert_v70_850x600.svg
